Project Name,File,Framework,Mock Method,# of Invocations,% of Invocations
camel,UserProducerTest.java,mockito,verify,4,3.08
camel,KeystoneProducerTestSupport.java,mockito,thenReturn,1,33.33
camel,KeystoneProducerTestSupport.java,mockito,when,1,33.33
camel,PortProducerTest.java,mockito,any,2,1.53
camel,PortProducerTest.java,mockito,capture,2,1.53
camel,PortProducerTest.java,mockito,getValue,3,2.29
camel,PortProducerTest.java,mockito,thenReturn,5,3.82
camel,PortProducerTest.java,mockito,when,1,0.76
camel,PortProducerTest.java,mockito,when,12,9.16
camel,PortProducerTest.java,mockito,doReturn,1,0.76
camel,PortProducerTest.java,mockito,anyString,2,1.53
camel,PortProducerTest.java,mockito,verify,4,3.05
camel,RouterProducerTest.java,mockito,any,3,1.96
camel,RouterProducerTest.java,mockito,capture,3,1.96
camel,RouterProducerTest.java,mockito,getValue,4,2.6100000000000003
camel,RouterProducerTest.java,mockito,thenReturn,7,4.58
camel,RouterProducerTest.java,mockito,when,1,0.65
camel,RouterProducerTest.java,mockito,when,10,6.54
camel,RouterProducerTest.java,mockito,doReturn,1,0.65
camel,RouterProducerTest.java,mockito,anyString,7,4.58
camel,RouterProducerTest.java,mockito,verify,6,3.92
camel,NetworkProducerTest.java,mockito,any,1,1.06
camel,NetworkProducerTest.java,mockito,capture,1,1.06
camel,NetworkProducerTest.java,mockito,getValue,1,1.06
camel,NetworkProducerTest.java,mockito,thenReturn,5,5.319999999999999
camel,NetworkProducerTest.java,mockito,when,1,1.06
camel,NetworkProducerTest.java,mockito,when,8,8.51
camel,NetworkProducerTest.java,mockito,doReturn,1,1.06
camel,NetworkProducerTest.java,mockito,anyString,2,2.13
camel,NetworkProducerTest.java,mockito,verify,3,3.19
camel,SubnetProducerTest.java,mockito,any,1,1.18
camel,SubnetProducerTest.java,mockito,capture,1,1.18
camel,SubnetProducerTest.java,mockito,getValue,1,1.18
camel,SubnetProducerTest.java,mockito,thenReturn,4,4.71
camel,SubnetProducerTest.java,mockito,when,1,1.18
camel,SubnetProducerTest.java,mockito,when,7,8.24
camel,SubnetProducerTest.java,mockito,doReturn,1,1.18
camel,SubnetProducerTest.java,mockito,anyString,2,2.35
camel,SubnetProducerTest.java,mockito,verify,3,3.53
camel,NeutronProducerTestSupport.java,mockito,thenReturn,1,33.33
camel,NeutronProducerTestSupport.java,mockito,when,1,33.33
camel,KeypairProducerTest.java,mockito,isNull,1,1.15
camel,KeypairProducerTest.java,mockito,thenReturn,3,3.45
camel,KeypairProducerTest.java,mockito,when,10,11.49
camel,KeypairProducerTest.java,mockito,anyString,3,3.45
camel,KeypairProducerTest.java,mockito,verify,2,2.3
camel,NovaProducerTestSupport.java,mockito,thenReturn,1,33.33
camel,NovaProducerTestSupport.java,mockito,when,1,33.33
camel,ServerProducerTest.java,mockito,any,2,1.94
camel,ServerProducerTest.java,mockito,capture,1,0.97
camel,ServerProducerTest.java,mockito,getValue,1,0.97
camel,ServerProducerTest.java,mockito,thenReturn,3,2.91
camel,ServerProducerTest.java,mockito,when,11,10.68
camel,ServerProducerTest.java,mockito,anyString,1,0.97
camel,ServerProducerTest.java,mockito,verify,2,1.94
camel,FlavorProducerTest.java,mockito,any,1,0.6799999999999999
camel,FlavorProducerTest.java,mockito,capture,2,1.3599999999999999
camel,FlavorProducerTest.java,mockito,getValue,2,1.3599999999999999
camel,FlavorProducerTest.java,mockito,thenReturn,5,3.4000000000000004
camel,FlavorProducerTest.java,mockito,when,1,0.6799999999999999
camel,FlavorProducerTest.java,mockito,when,15,10.2
camel,FlavorProducerTest.java,mockito,doReturn,1,0.6799999999999999
camel,FlavorProducerTest.java,mockito,anyString,3,2.04
camel,FlavorProducerTest.java,mockito,verify,4,2.7199999999999998
camel,ObjectProducerTest.java,mockito,any,1,0.96
camel,ObjectProducerTest.java,mockito,capture,2,1.92
camel,ObjectProducerTest.java,mockito,getValue,2,1.92
camel,ObjectProducerTest.java,mockito,thenReturn,3,2.88
camel,ObjectProducerTest.java,mockito,when,1,0.96
camel,ObjectProducerTest.java,mockito,when,8,7.6899999999999995
camel,ObjectProducerTest.java,mockito,doReturn,1,0.96
camel,ObjectProducerTest.java,mockito,anyString,4,3.85
camel,ObjectProducerTest.java,mockito,verify,3,2.88
camel,ContainerProducerTest.java,mockito,isNull,1,0.91
camel,ContainerProducerTest.java,mockito,any,2,1.82
camel,ContainerProducerTest.java,mockito,capture,3,2.73
camel,ContainerProducerTest.java,mockito,getValue,3,2.73
camel,ContainerProducerTest.java,mockito,thenReturn,4,3.64
camel,ContainerProducerTest.java,mockito,when,2,1.82
camel,ContainerProducerTest.java,mockito,when,7,6.36
camel,ContainerProducerTest.java,mockito,doReturn,2,1.82
camel,ContainerProducerTest.java,mockito,anyString,3,2.73
camel,ContainerProducerTest.java,mockito,verify,5,4.55
camel,SwiftProducerTestSupport.java,mockito,thenReturn,1,33.33
camel,SwiftProducerTestSupport.java,mockito,when,1,33.33
camel,SpringOpenTracingSimpleRouteTest.java,opentracing,finishedSpans,1,9.09
camel,CamelOpenTracingTestSupport.java,opentracing,context,3,2.2399999999999998
camel,CamelOpenTracingTestSupport.java,opentracing,fields,1,0.75
camel,CamelOpenTracingTestSupport.java,opentracing,getBaggageItem,1,0.75
camel,CamelOpenTracingTestSupport.java,opentracing,finishedSpans,7,5.220000000000001
camel,CamelOpenTracingTestSupport.java,opentracing,spanId,1,0.75
camel,CamelOpenTracingTestSupport.java,opentracing,tags,6,4.4799999999999995
camel,CamelOpenTracingTestSupport.java,opentracing,operationName,1,0.75
camel,CamelOpenTracingTestSupport.java,opentracing,traceId,2,1.49
camel,CamelOpenTracingTestSupport.java,opentracing,reset,1,0.75
camel,CamelOpenTracingTestSupport.java,opentracing,logEntries,2,1.49
camel,CamelOpenTracingTestSupport.java,opentracing,parentId,1,0.75
camel,InstallOpenTracingTracerRuleTest.java,opentracing,finishedSpans,1,2.7
camel,InstallOpenTracingTracerRuleTest.java,opentracing,operationName,3,8.110000000000001
camel,InstallOpenTracingTracerRuleTest.java,opentracing,tags,3,8.110000000000001
camel,InstallOpenTracingTracerRuleTest.java,opentracing,reset,1,2.7
camel,PgReplicationSlotEndpointTest.java,mockito,mock,2,4.26
camel,PgEventProducerTest.java,mockito,thenReturn,6,4.92
camel,PgEventProducerTest.java,mockito,when,30,24.59
camel,PgEventProducerTest.java,mockito,mock,8,6.5600000000000005
camel,PgEventProducerTest.java,mockito,verify,4,3.2800000000000002
camel,PgEventProducerTest.java,mockito,anyString,1,0.8200000000000001
camel,PgEventConsumerTest.java,mockito,any,3,2.6100000000000003
camel,PgEventConsumerTest.java,mockito,thenReturn,2,1.7399999999999998
camel,PgEventConsumerTest.java,mockito,when,24,20.87
camel,PgEventConsumerTest.java,mockito,mock,20,17.39
camel,PgEventConsumerTest.java,mockito,verify,6,5.220000000000001
camel,PgEventHelperTest.java,mockito,thenReturn,1,5.26
camel,PgEventHelperTest.java,mockito,when,3,15.790000000000001
camel,PgEventHelperTest.java,mockito,mock,4,21.05
camel,PrinterPrintTest.java,mockito,any,10,4.03
camel,PrinterPrintTest.java,mockito,thenReturn,6,2.42
camel,PrinterPrintTest.java,mockito,times,3,1.21
camel,PrinterPrintTest.java,mockito,when,16,6.45
camel,PrinterPrintTest.java,mockito,mock,10,4.03
camel,PrinterPrintTest.java,mockito,verify,3,1.21
camel,PubNubPresenceTest.java,wiremock,get,4,7.41
camel,PubNubPresenceTest.java,wiremock,urlPathEqualTo,4,7.41
camel,PubNubPresenceTest.java,wiremock,willReturn,4,7.41
camel,PubNubPresenceTest.java,wiremock,aResponse,4,7.41
camel,PubNubPresenceTest.java,wiremock,stubFor,4,7.41
camel,PubNubPresenceTest.java,wiremock,withBody,4,7.41
camel,PubNubPublishTest.java,wiremock,urlPathEqualTo,2,8.0
camel,PubNubPublishTest.java,wiremock,get,1,4.0
camel,PubNubPublishTest.java,wiremock,willReturn,2,8.0
camel,PubNubPublishTest.java,wiremock,aResponse,2,8.0
camel,PubNubPublishTest.java,wiremock,stubFor,2,8.0
camel,PubNubPublishTest.java,wiremock,withStatus,1,4.0
camel,PubNubPublishTest.java,wiremock,post,1,4.0
camel,PubNubPublishTest.java,wiremock,withBody,2,8.0
camel,PubNubTestBase.java,wiremock,configureFor,1,6.25
camel,PubNubTestBase.java,wiremock,port,1,6.25
camel,PubNubTestBase.java,wiremock,stop,1,6.25
camel,PubNubTestBase.java,wiremock,start,1,6.25
camel,PubNubTestBase.java,wiremock,options,1,6.25
camel,PubNubTestBase.java,wiremock,port,1,6.25
camel,PubNubOperationsTest.java,wiremock,get,5,6.1
camel,PubNubOperationsTest.java,wiremock,urlPathEqualTo,5,6.1
camel,PubNubOperationsTest.java,wiremock,willReturn,5,6.1
camel,PubNubOperationsTest.java,wiremock,aResponse,5,6.1
camel,PubNubOperationsTest.java,wiremock,stubFor,5,6.1
camel,PubNubOperationsTest.java,wiremock,withBody,5,6.1
camel,PubNubFireTest.java,wiremock,get,1,7.6899999999999995
camel,PubNubFireTest.java,wiremock,urlPathEqualTo,1,7.6899999999999995
camel,PubNubFireTest.java,wiremock,willReturn,1,7.6899999999999995
camel,PubNubFireTest.java,wiremock,aResponse,1,7.6899999999999995
camel,PubNubFireTest.java,wiremock,stubFor,1,7.6899999999999995
camel,PubNubFireTest.java,wiremock,withBody,1,7.6899999999999995
camel,PubNubSubscriberTest.java,wiremock,get,2,9.520000000000001
camel,PubNubSubscriberTest.java,wiremock,urlPathEqualTo,2,9.520000000000001
camel,PubNubSubscriberTest.java,wiremock,willReturn,2,9.520000000000001
camel,PubNubSubscriberTest.java,wiremock,aResponse,2,9.520000000000001
camel,PubNubSubscriberTest.java,wiremock,stubFor,2,9.520000000000001
camel,PubNubSubscriberTest.java,wiremock,withBody,2,9.520000000000001
camel,PulsarComponentTest.java,mockito,when,1,1.92
camel,PulsarComponentTest.java,mockito,mock,1,1.92
camel,PulsarComponentTest.java,mockito,verify,1,1.92
camel,PulsarComponentTest.java,mockito,anyString,1,1.92
camel,PulsarUtilsTest.java,mockito,doThrow,1,5.0
camel,PulsarUtilsTest.java,mockito,when,1,5.0
camel,PulsarUtilsTest.java,mockito,mock,3,15.0
camel,PulsarUtilsTest.java,mockito,verify,2,10.0
camel,ConsumerCreationStrategyFactoryTest.java,mockito,mock,6,20.69
camel,QuickfixjProducerTest.java,mockito,doThrow,1,0.65
camel,QuickfixjProducerTest.java,mockito,never,3,1.96
camel,QuickfixjProducerTest.java,mockito,doAnswer,2,1.31
camel,QuickfixjProducerTest.java,mockito,thenReturn,2,1.31
camel,QuickfixjProducerTest.java,mockito,when,10,6.54
camel,QuickfixjProducerTest.java,mockito,when,13,8.5
camel,QuickfixjProducerTest.java,mockito,spy,6,3.92
camel,QuickfixjProducerTest.java,mockito,doReturn,7,4.58
camel,QuickfixjProducerTest.java,mockito,mock,6,3.92
camel,QuickfixjProducerTest.java,mockito,isA,11,7.19
camel,QuickfixjProducerTest.java,mockito,verify,12,7.84
camel,QuickfixjEngineTest.java,mockito,mock,3,0.83
camel,TestSupport.java,mockito,thenReturn,2,4.65
camel,TestSupport.java,mockito,when,4,9.3
camel,TestSupport.java,mockito,mock,8,18.6
camel,RabbitMQConsumerTest.java,mockito,any,7,5.1499999999999995
camel,RabbitMQConsumerTest.java,mockito,doThrow,2,1.47
camel,RabbitMQConsumerTest.java,mockito,thenReturn,6,4.41
camel,RabbitMQConsumerTest.java,mockito,when,2,1.47
camel,RabbitMQConsumerTest.java,mockito,when,32,23.53
camel,RabbitMQConsumerTest.java,mockito,anyBoolean,1,0.74
camel,RabbitMQConsumerTest.java,mockito,mock,8,5.88
camel,RabbitMQConsumerTest.java,mockito,verify,2,1.47
camel,RabbitMQConsumerTest.java,mockito,anyString,1,0.74
camel,RabbitMQComponentTest.java,mockito,mock,1,1.16
camel,RabbitMQEndpointTest.java,mockito,when,9,3.2399999999999998
camel,RabbitMQEndpointTest.java,mockito,mock,2,0.72
camel,RabbitConsumerHangTest.java,mockito,thenReturn,2,8.33
camel,RabbitConsumerHangTest.java,mockito,when,5,20.830000000000002
camel,RabbitConsumerHangTest.java,mockito,mock,4,16.669999999999998
camel,RabbitMQProducerTest.java,mockito,any,1,0.64
camel,RabbitMQProducerTest.java,mockito,thenReturn,2,1.27
camel,RabbitMQProducerTest.java,mockito,when,8,5.1
camel,RabbitMQProducerTest.java,mockito,mock,3,1.91
camel,RestOpenApiEndpointV3Test.java,mockito,when,4,1.24
camel,RestOpenApiEndpointV3Test.java,mockito,mock,6,1.8599999999999999
camel,RestOpenApiComponentV3Test.java,wiremock,urlPathEqualTo,2,1.31
camel,RestOpenApiComponentV3Test.java,wiremock,get,4,2.6100000000000003
camel,RestOpenApiComponentV3Test.java,wiremock,resetRequests,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,equalTo,11,7.19
camel,RestOpenApiComponentV3Test.java,wiremock,stubFor,5,3.27
camel,RestOpenApiComponentV3Test.java,wiremock,willReturn,5,3.27
camel,RestOpenApiComponentV3Test.java,wiremock,verify,6,3.92
camel,RestOpenApiComponentV3Test.java,wiremock,aResponse,5,3.27
camel,RestOpenApiComponentV3Test.java,wiremock,postRequestedFor,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,withBody,5,3.27
camel,RestOpenApiComponentV3Test.java,wiremock,wireMockConfig,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,stop,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,port,2,1.31
camel,RestOpenApiComponentV3Test.java,wiremock,dynamicPort,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,start,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,withQueryParam,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,withQueryParam,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,withHeader,8,5.2299999999999995
camel,RestOpenApiComponentV3Test.java,wiremock,getRequestedFor,5,3.27
camel,RestOpenApiComponentV3Test.java,wiremock,withStatus,4,2.6100000000000003
camel,RestOpenApiComponentV3Test.java,wiremock,urlEqualTo,9,5.88
camel,RestOpenApiComponentV3Test.java,wiremock,withRequestBody,1,0.65
camel,RestOpenApiComponentV3Test.java,wiremock,post,1,0.65
camel,HttpsV3Test.java,wiremock,resetRequests,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,stubFor,2,2.67
camel,HttpsV3Test.java,wiremock,willReturn,2,2.67
camel,HttpsV3Test.java,wiremock,verify,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,keyStorePath,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,keystoreType,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,wireMockConfig,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,getOptions,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,stop,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,dynamicPort,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,start,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,withStatus,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,containerThreads,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,get,2,2.67
camel,HttpsV3Test.java,wiremock,equalTo,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,keystorePassword,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,keystorePath,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,aResponse,2,2.67
camel,HttpsV3Test.java,wiremock,dynamicHttpsPort,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,httpServerFactory,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,withBody,2,2.67
camel,HttpsV3Test.java,wiremock,httpsPort,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,withHeader,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,keyStorePassword,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,getRequestedFor,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,urlEqualTo,3,4.0
camel,HttpsV3Test.java,wiremock,keyStoreType,1,1.3299999999999998
camel,HttpsV3Test.java,wiremock,httpsSettings,1,1.3299999999999998
camel,RestOpenApiEndpointTest.java,mockito,when,4,1.26
camel,RestOpenApiEndpointTest.java,mockito,mock,6,1.8900000000000001
camel,HttpsTest.java,wiremock,resetRequests,1,1.39
camel,HttpsTest.java,wiremock,stubFor,2,2.78
camel,HttpsTest.java,wiremock,willReturn,2,2.78
camel,HttpsTest.java,wiremock,verify,1,1.39
camel,HttpsTest.java,wiremock,keyStorePath,1,1.39
camel,HttpsTest.java,wiremock,keystoreType,1,1.39
camel,HttpsTest.java,wiremock,wireMockConfig,1,1.39
camel,HttpsTest.java,wiremock,getOptions,1,1.39
camel,HttpsTest.java,wiremock,stop,1,1.39
camel,HttpsTest.java,wiremock,dynamicPort,1,1.39
camel,HttpsTest.java,wiremock,start,1,1.39
camel,HttpsTest.java,wiremock,withStatus,1,1.39
camel,HttpsTest.java,wiremock,containerThreads,1,1.39
camel,HttpsTest.java,wiremock,get,2,2.78
camel,HttpsTest.java,wiremock,equalTo,1,1.39
camel,HttpsTest.java,wiremock,keystorePassword,1,1.39
camel,HttpsTest.java,wiremock,keystorePath,1,1.39
camel,HttpsTest.java,wiremock,aResponse,2,2.78
camel,HttpsTest.java,wiremock,dynamicHttpsPort,1,1.39
camel,HttpsTest.java,wiremock,httpServerFactory,1,1.39
camel,HttpsTest.java,wiremock,withBody,2,2.78
camel,HttpsTest.java,wiremock,httpsPort,1,1.39
camel,HttpsTest.java,wiremock,withHeader,1,1.39
camel,HttpsTest.java,wiremock,keyStorePassword,1,1.39
camel,HttpsTest.java,wiremock,getRequestedFor,1,1.39
camel,HttpsTest.java,wiremock,urlEqualTo,3,4.17
camel,HttpsTest.java,wiremock,keyStoreType,1,1.39
camel,HttpsTest.java,wiremock,httpsSettings,1,1.39
camel,RestOpenApiComponentTest.java,wiremock,urlPathEqualTo,2,1.3299999999999998
camel,RestOpenApiComponentTest.java,wiremock,get,4,2.67
camel,RestOpenApiComponentTest.java,wiremock,resetRequests,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,equalTo,11,7.33
camel,RestOpenApiComponentTest.java,wiremock,stubFor,5,3.3300000000000005
camel,RestOpenApiComponentTest.java,wiremock,willReturn,5,3.3300000000000005
camel,RestOpenApiComponentTest.java,wiremock,verify,6,4.0
camel,RestOpenApiComponentTest.java,wiremock,aResponse,5,3.3300000000000005
camel,RestOpenApiComponentTest.java,wiremock,postRequestedFor,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,withBody,5,3.3300000000000005
camel,RestOpenApiComponentTest.java,wiremock,wireMockConfig,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,stop,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,port,2,1.3299999999999998
camel,RestOpenApiComponentTest.java,wiremock,dynamicPort,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,start,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,withQueryParam,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,withQueryParam,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,withHeader,8,5.33
camel,RestOpenApiComponentTest.java,wiremock,getRequestedFor,5,3.3300000000000005
camel,RestOpenApiComponentTest.java,wiremock,withStatus,4,2.67
camel,RestOpenApiComponentTest.java,wiremock,urlEqualTo,9,6.0
camel,RestOpenApiComponentTest.java,wiremock,withRequestBody,1,0.67
camel,RestOpenApiComponentTest.java,wiremock,post,1,0.67
camel,RestSwaggerEndpointTest.java,mockito,when,5,1.46
camel,RestSwaggerEndpointTest.java,mockito,mock,7,2.04
camel,HttpsTest.java,wiremock,resetRequests,1,1.1199999999999999
camel,HttpsTest.java,wiremock,stubFor,2,2.25
camel,HttpsTest.java,wiremock,willReturn,2,2.25
camel,HttpsTest.java,wiremock,verify,2,2.25
camel,HttpsTest.java,wiremock,keyStorePath,1,1.1199999999999999
camel,HttpsTest.java,wiremock,keystoreType,1,1.1199999999999999
camel,HttpsTest.java,wiremock,wireMockConfig,1,1.1199999999999999
camel,HttpsTest.java,wiremock,getOptions,1,1.1199999999999999
camel,HttpsTest.java,wiremock,stop,1,1.1199999999999999
camel,HttpsTest.java,wiremock,dynamicPort,1,1.1199999999999999
camel,HttpsTest.java,wiremock,start,1,1.1199999999999999
camel,HttpsTest.java,wiremock,withStatus,1,1.1199999999999999
camel,HttpsTest.java,wiremock,containerThreads,1,1.1199999999999999
camel,HttpsTest.java,wiremock,get,2,2.25
camel,HttpsTest.java,wiremock,equalTo,2,2.25
camel,HttpsTest.java,wiremock,keystorePassword,1,1.1199999999999999
camel,HttpsTest.java,wiremock,keystorePath,1,1.1199999999999999
camel,HttpsTest.java,wiremock,aResponse,2,2.25
camel,HttpsTest.java,wiremock,dynamicHttpsPort,1,1.1199999999999999
camel,HttpsTest.java,wiremock,httpServerFactory,1,1.1199999999999999
camel,HttpsTest.java,wiremock,withBody,2,2.25
camel,HttpsTest.java,wiremock,httpsPort,2,2.25
camel,HttpsTest.java,wiremock,withHeader,2,2.25
camel,HttpsTest.java,wiremock,keyStorePassword,1,1.1199999999999999
camel,HttpsTest.java,wiremock,getRequestedFor,2,2.25
camel,HttpsTest.java,wiremock,urlEqualTo,4,4.49
camel,HttpsTest.java,wiremock,keyStoreType,1,1.1199999999999999
camel,HttpsTest.java,wiremock,httpsSettings,1,1.1199999999999999
camel,RestSwaggerComponentTest.java,wiremock,urlPathEqualTo,2,1.3299999999999998
camel,RestSwaggerComponentTest.java,wiremock,get,4,2.67
camel,RestSwaggerComponentTest.java,wiremock,resetRequests,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,equalTo,11,7.33
camel,RestSwaggerComponentTest.java,wiremock,stubFor,5,3.3300000000000005
camel,RestSwaggerComponentTest.java,wiremock,willReturn,5,3.3300000000000005
camel,RestSwaggerComponentTest.java,wiremock,verify,6,4.0
camel,RestSwaggerComponentTest.java,wiremock,aResponse,5,3.3300000000000005
camel,RestSwaggerComponentTest.java,wiremock,postRequestedFor,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,withBody,5,3.3300000000000005
camel,RestSwaggerComponentTest.java,wiremock,wireMockConfig,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,stop,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,port,2,1.3299999999999998
camel,RestSwaggerComponentTest.java,wiremock,dynamicPort,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,start,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,withQueryParam,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,withQueryParam,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,withHeader,8,5.33
camel,RestSwaggerComponentTest.java,wiremock,getRequestedFor,5,3.3300000000000005
camel,RestSwaggerComponentTest.java,wiremock,withStatus,4,2.67
camel,RestSwaggerComponentTest.java,wiremock,urlEqualTo,9,6.0
camel,RestSwaggerComponentTest.java,wiremock,withRequestBody,1,0.67
camel,RestSwaggerComponentTest.java,wiremock,post,1,0.67
camel,RawPayloadTest.java,mockwebserver,url,1,1.2
camel,RawPayloadTest.java,mockwebserver,shutdown,1,1.2
camel,RawPayloadTest.java,mockwebserver,setBody,2,2.41
camel,RawPayloadTest.java,mockwebserver,setResponseCode,2,2.41
camel,RawPayloadTest.java,mockwebserver,getPath,1,1.2
camel,RawPayloadTest.java,mockwebserver,setHeader,1,1.2
camel,RawPayloadTest.java,mockwebserver,getHeader,1,1.2
camel,RawPayloadTest.java,mockwebserver,start,1,1.2
camel,RawPayloadTest.java,mockwebserver,setDispatcher,1,1.2
camel,SalesforceMetaDataExtensionTest.java,mockito,any,4,4.82
camel,SalesforceMetaDataExtensionTest.java,mockito,eq,1,1.2
camel,SalesforceMetaDataExtensionTest.java,mockito,doAnswer,2,2.41
camel,SalesforceMetaDataExtensionTest.java,mockito,when,2,2.41
camel,SalesforceMetaDataExtensionTest.java,mockito,mock,1,1.2
camel,SalesforceConsumerTest.java,mockito,any,8,2.68
camel,SalesforceConsumerTest.java,mockito,never,1,0.33999999999999997
camel,SalesforceConsumerTest.java,mockito,verifyNoMoreInteractions,3,1.01
camel,SalesforceConsumerTest.java,mockito,eq,1,0.33999999999999997
camel,SalesforceConsumerTest.java,mockito,when,28,9.4
camel,SalesforceConsumerTest.java,mockito,mock,17,5.7
camel,SalesforceConsumerTest.java,mockito,verify,57,19.13
camel,SalesforceConsumerTest.java,mockito,same,6,2.01
camel,SalesforceSessionTest.java,mockito,any,2,5.13
camel,SalesforceSessionTest.java,mockito,anyLong,1,2.56
camel,SalesforceSessionTest.java,mockito,eq,1,2.56
camel,SalesforceSessionTest.java,mockito,thenReturn,4,10.26
camel,SalesforceSessionTest.java,mockito,when,6,15.379999999999999
camel,SalesforceSessionTest.java,mockito,mock,4,10.26
camel,AbstractClientBaseTest.java,mockito,never,1,1.09
camel,AbstractClientBaseTest.java,mockito,forClass,1,1.09
camel,AbstractClientBaseTest.java,mockito,capture,1,1.09
camel,AbstractClientBaseTest.java,mockito,getValue,1,1.09
camel,AbstractClientBaseTest.java,mockito,thenReturn,5,5.43
camel,AbstractClientBaseTest.java,mockito,when,1,1.09
camel,AbstractClientBaseTest.java,mockito,when,9,9.78
camel,AbstractClientBaseTest.java,mockito,doNothing,1,1.09
camel,AbstractClientBaseTest.java,mockito,mock,9,9.78
camel,AbstractClientBaseTest.java,mockito,verify,2,2.17
camel,AbstractRestProcessorApprovalTest.java,mockito,any,10,9.35
camel,AbstractRestProcessorApprovalTest.java,mockito,eq,10,9.35
camel,AbstractRestProcessorApprovalTest.java,mockito,spy,1,0.9299999999999999
camel,AbstractRestProcessorApprovalTest.java,mockito,mock,1,0.9299999999999999
camel,AbstractRestProcessorApprovalTest.java,mockito,verify,10,9.35
camel,SubscriptionHelperTest.java,mockito,never,1,0.8099999999999999
camel,SubscriptionHelperTest.java,mockito,when,15,12.2
camel,SubscriptionHelperTest.java,mockito,mock,10,8.129999999999999
camel,SubscriptionHelperTest.java,mockito,verify,2,1.63
camel,SubscriptionHelperIntegrationTest.java,mockito,any,4,3.51
camel,SubscriptionHelperIntegrationTest.java,mockito,timeout,4,3.51
camel,SubscriptionHelperIntegrationTest.java,mockito,argThat,1,0.88
camel,SubscriptionHelperIntegrationTest.java,mockito,verifyNoMoreInteractions,2,1.7500000000000002
camel,SubscriptionHelperIntegrationTest.java,mockito,atLeastOnce,4,3.51
camel,SubscriptionHelperIntegrationTest.java,mockito,when,10,8.77
camel,SubscriptionHelperIntegrationTest.java,mockito,mock,4,3.51
camel,SubscriptionHelperIntegrationTest.java,mockito,verify,8,7.02
camel,CamelSalesforceMojoOutputTest.java,mockito,any,12,9.84
camel,CamelSalesforceMojoOutputTest.java,mockito,eq,11,9.02
camel,CamelSalesforceMojoOutputTest.java,mockito,doAnswer,12,9.84
camel,CamelSalesforceMojoOutputTest.java,mockito,when,12,9.84
camel,CamelSalesforceMojoOutputTest.java,mockito,anyMap,12,9.84
camel,CamelSalesforceMojoOutputTest.java,mockito,mock,1,0.8200000000000001
camel,SmppDataSmCommandTest.java,mockito,eq,58,23.97
camel,SmppDataSmCommandTest.java,mockito,thenReturn,4,1.6500000000000001
camel,SmppDataSmCommandTest.java,mockito,when,4,1.6500000000000001
camel,SmppDataSmCommandTest.java,mockito,mock,1,0.41000000000000003
camel,SmppReplaceSmCommandTest.java,mockito,isNull,20,9.3
camel,SmppReplaceSmCommandTest.java,mockito,eq,61,28.37
camel,SmppReplaceSmCommandTest.java,mockito,mock,1,0.47000000000000003
camel,SmppReplaceSmCommandTest.java,mockito,verify,9,4.19
camel,SmppConsumerTest.java,mockito,any,1,1.43
