project name, file path, num of dependency classes, num of mocked classes,
cxf,/cxf-rt-bindings-soap/src/test/java/org/apache/cxf/binding/soap/jms/interceptor/SoapFaultFactoryTest.java,12,2,17%
cxf,/cxf-rt-databinding-aegis/src/test/java/org/apache/cxf/aegis/type/mtom/DataSourceTypeTest.java,10,2,20%
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/DocLiteralInInterceptorTest.java,40,2,5%
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/BareOutInterceptorTest.java,22,1,5%
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/BareInInterceptorTest.java,41,2,5%
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/JAXBDataBindingTest.java,57,3,5%
cxf,/cxf-rt-databinding-jaxb/src/test/java/org/apache/cxf/jaxb/TestBase.java,35,2,6%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerServerMetricsContextTest.java,34,9,26%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerClientMetricsContextTest.java,34,9,26%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/MicrometerMetricsProviderTest.java,17,6,35%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultTimedAnnotationProviderTest.java,18,5,28%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/StandardTagsTest.java,12,3,25%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/StandardTagsProviderTest.java,12,4,33%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/DefaultExceptionClassProviderTest.java,12,2,17%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsOperationTagsCustomizerTest.java,12,3,25%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsTagsTest.java,12,3,25%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeTagsCustomizerTest.java,11,3,27%
cxf,/cxf-rt-features-metrics/src/test/java/org/apache/cxf/metrics/micrometer/provider/jaxws/JaxwsFaultCodeProviderTest.java,13,2,15%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/SelectMethodCandidatesTest.java,43,1,2%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/ext/MessageContextImplTest.java,33,5,15%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/AsyncResponseImplTest.java,17,3,18%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/ResponseImplTest.java,63,2,3%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/UriInfoImplTest.java,28,1,4%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/impl/RequestPreprocessorTest.java,18,3,17%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/lifecycle/PerRequestResourceProviderTest.java,14,1,7%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/model/OperationResourceInfoTest.java,13,1,8%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/AbstractConfigurableProviderTest.java,4,1,25%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/ProviderFactoryTest.java,70,1,1%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/XSLTJaxbProviderTest.java,29,1,3%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/provider/JAXBElementProviderTest.java,80,1,1%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/springmvc/SpringViewResolverProviderTest.java,43,7,16%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/JAXRSUtilsTest.java,95,5,5%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/FormUtilsTest.java,11,2,18%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/HttpUtilsTest.java,17,2,12%
cxf,/cxf-rt-frontend-jaxrs/src/test/java/org/apache/cxf/jaxrs/utils/InjectionUtilsTest.java,36,1,3%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/JAXWSMethodInvokerTest.java,40,5,13%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/AbstractProtocolHandlerInterceptorTest.java,17,4,24%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/HandlerChainBuilderTest.java,23,2,9%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/LogicalHandlerInterceptorTest.java,27,6,22%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/handler/soap/SOAPHandlerInterceptorTest.java,58,3,5%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/jaxws/support/JaxWsServiceConfigurationTest.java,26,3,12%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/JAXWSHttpSpiDestinationTest.java,22,5,23%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/JAXWSHttpSpiTransportFactoryTest.java,12,2,17%
cxf,/cxf-rt-frontend-jaxws/src/test/java/org/apache/cxf/transport/http_jaxws_spi/HttpHandlerImplTest.java,9,2,22%
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/ProviderFactoryTest.java,8,1,13%
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/AbstractDOMProviderTest.java,5,1,20%
cxf,/cxf-rt-frontend-js/src/test/java/org/apache/cxf/js/rhino/ServerAppTest.java,10,1,10%
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/counters/CounterRepositoryTest.java,12,2,17%
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/AbstractMessageResponseTestBase.java,15,9,60%
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageInvokerInterceptorTest.java,4,1,25%
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageOutInterceptorTest.java,6,2,33%
cxf,/cxf-rt-management/src/test/java/org/apache/cxf/management/interceptor/ResponseTimeMessageInInterceptorTest.java,8,1,13%
cxf,/cxf-rt-rs-extension-providers/src/test/java/org/apache/cxf/jaxrs/provider/dom4j/DOM4JProviderTest.java,25,1,4%
cxf,/cxf-rt-rs-mp-client/src/test/java/org/apache/cxf/microprofile/client/AsyncTest.java,23,0,0%
cxf,/cxf-rt-rs-mp-client/src/test/java/org/apache/cxf/microprofile/client/cdi/RestClientCdiTest.java,27,3,11%
cxf,/cxf-rt-rs-security-http-signature/src/test/java/org/apache/cxf/rs/security/httpsignature/SpecExamplesTest.java,38,3,8%
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/client/OAuthClientUtilsTest.java,23,1,4%
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/grants/jwt/AbstractJwtHandlerTest.java,16,2,13%
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/tokens/hawk/HawkAccessTokenValidatorTest.java,13,4,31%
cxf,/cxf-rt-rs-security-oauth2/src/test/java/org/apache/cxf/rs/security/oauth2/tokens/hawk/NonceVerifierImplTest.java,6,1,17%
cxf,/cxf-rt-rs-service-description/src/test/java/org/apache/cxf/jaxrs/model/wadl/WadlGeneratorTest.java,46,2,4%
cxf,/cxf-rt-rs-service-description/src/test/java/org/apache/cxf/jaxrs/model/wadl/WadlGeneratorJsonTest.java,32,2,6%
cxf,/cxf-rt-rs-sse/src/test/java/org/apache/cxf/jaxrs/sse/SseEventSinkContextProviderTest.java,23,5,22%
cxf,/cxf-rt-rs-sse/src/test/java/org/apache/cxf/jaxrs/sse/SseBroadcasterImplTest.java,18,4,22%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/DestinationRegistryImplTest.java,13,2,15%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/HTTPConduitURLEasyMockTest.java,40,5,13%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/HeadersTest.java,21,1,5%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/http/policy/PolicyUtilsTest.java,21,2,10%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/https/HttpsURLConnectionFactoryTest.java,8,1,13%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/BaseUrlHelperTest.java,4,1,25%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/HttpServletRequestXForwardedFilterTest.java,19,3,16%
cxf,/cxf-rt-transports-http/src/test/java/org/apache/cxf/transport/servlet/ServletControllerTest.java,15,6,40%
cxf,/cxf-rt-transports-http-jetty/src/test/java/org/apache/cxf/transport/http_jetty/JettyHTTPServerEngineTest.java,39,2,5%
cxf,/cxf-rt-transports-http-jetty/src/test/java/org/apache/cxf/transport/http_jetty/JettyHTTPDestinationTest.java,62,9,15%
cxf,/cxf-rt-transports-http-netty-server/src/test/java/org/apache/cxf/transport/http/netty/server/NettyHttpDestinationTest.java,61,8,13%
cxf,/cxf-rt-transports-http-netty-server/src/test/java/org/apache/cxf/transport/http/netty/server/NettyHttpServerEngineTest.java,19,2,11%
cxf,/cxf-rt-transports-http-undertow/src/test/java/org/apache/cxf/transport/http_undertow/UndertowHTTPServerEngineTest.java,25,2,8%
cxf,/cxf-rt-transports-http-undertow/src/test/java/org/apache/cxf/transport/http_undertow/UndertowHTTPDestinationTest.java,62,8,13%
cxf,/cxf-rt-transports-jms/src/test/java/org/apache/cxf/transport/jms/continuations/JMSContinuationTest.java,17,3,18%
cxf,/cxf-rt-transports-jms/src/test/java/org/apache/cxf/transport/jms/continuations/JMSContinuationProviderTest.java,13,1,8%
cxf,/cxf-rt-transports-websocket/src/test/java/org/apache/cxf/transport/websocket/jetty/JettyWebSocketDestinationTest.java,16,1,6%
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/impl/ContextUtilsTest.java,27,3,11%
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/impl/MAPAggregatorTest.java,64,13,20%
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/soap/DecoupledFaultHandlerTest.java,18,1,6%
cxf,/cxf-rt-ws-addr/src/test/java/org/apache/cxf/ws/addressing/soap/MAPCodecTest.java,46,3,7%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/NormalizeTest.java,14,1,7%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyDataEngineImplTest.java,12,1,8%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/AssertionInfoMapTest.java,21,1,5%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationOutInterceptorTest.java,6,4,67%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyRegistryImplTest.java,6,1,17%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyInterceptorProviderRegistryImplTest.java,13,2,15%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyEngineTest.java,40,17,43%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/AssertionBuilderRegistryImplTest.java,14,3,21%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationInInterceptorTest.java,12,11,92%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/EndpointPolicyImplTest.java,30,12,40%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyVerificationInFaultInterceptorTest.java,13,13,100%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/EffectivePolicyImplTest.java,26,17,65%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/PolicyInterceptorsTest.java,26,21,81%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/URIDomainExpressionTest.java,17,10,59%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/EndpointReferenceDomainExpressionTest.java,15,7,47%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/ExternalAttachmentProviderTest.java,29,12,41%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/PolicyAttachmentTest.java,17,7,41%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/external/DomainExpressionBuilderRegistryTest.java,12,3,25%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/reference/ReferenceResolverTest.java,18,6,33%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/attachment/wsdl11/Wsdl11AttachmentPolicyProviderTest.java,41,3,7%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/builder/jaxb/JaxbAssertionTest.java,19,1,5%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/selector/MinimalMaximalAlternativeSelectorTest.java,19,2,11%
cxf,/cxf-rt-ws-policy/src/test/java/org/apache/cxf/ws/policy/selector/FirstAlternativeSelectorTest.java,19,2,11%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMInInterceptorTest.java,34,21,62%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/DestinationSequenceTest.java,31,14,45%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ManagedRMManagerTest.java,40,3,8%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/SourceSequenceTest.java,19,7,37%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ServantTest.java,33,4,12%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMContextUtilsTest.java,13,4,31%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMManagerTest.java,55,1,2%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/AbstractEndpointTest.java,8,5,63%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMEndpointTest.java,37,20,54%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMOutInterceptorTest.java,19,10,53%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/DestinationTest.java,17,12,71%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/RMUtilsTest.java,12,4,33%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/ProxyTest.java,40,25,63%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/AbstractRMInterceptorTest.java,22,12,55%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTest.java,13,1,8%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTestBase.java,31,3,10%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/persistence/jdbc/RMTxStoreTwoSchemasTest.java,12,1,8%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/policy/PolicyUtilsTest.java,22,2,9%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/soap/SoapFaultFactoryTest.java,23,3,13%
cxf,/cxf-rt-ws-rm/src/test/java/org/apache/cxf/ws/rm/soap/RetransmissionQueueImplTest.java,30,3,10%
cxf,/cxf-rt-ws-security/src/test/java/org/apache/cxf/ws/security/wss4j/SecurityVerificationOutTest.java,13,1,8%
cxf,/cxf-rt-ws-security/src/test/java/org/apache/cxf/ws/security/wss4j/AttachmentCallbackHandlerTest.java,15,1,7%
cxf,/cxf-rt-ws-transfer/src/test/java/org/apache/cxf/ws/transfer/integration/ResourceFactoryTest.java,14,1,7%
cxf,/cxf-rt-ws-transfer/src/test/java/org/apache/cxf/ws/transfer/integration/ResourceTest.java,22,1,5%
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl/interceptors/DocLiteralInInterceptorTest.java,35,6,17%
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl/service/factory/ReflectionServiceFactorBeanTest.java,12,2,17%
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl11/ServiceWSDLBuilderTest.java,47,4,9%
cxf,/cxf-rt-wsdl/src/test/java/org/apache/cxf/wsdl11/WSDLServiceBuilderTest.java,53,4,8%
cxf,/cxf-services-xkms-x509-handlers/src/test/java/org/apache/cxf/xkms/x509/handlers/X509LocatorTest.java,16,1,6%
cxf,/cxf-spring-boot-autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/CxfAutoConfigurationTest.java,30,1,3%
cxf,/cxf-spring-boot-autoconfigure/src/test/java/org/apache/cxf/spring/boot/autoconfigure/micrometer/provider/SpringBasedTimedAnnotationProviderTest.java,17,4,24%
cxf,/cxf-systests-cdi-owb-producers/src/test/java/org/apache/cxf/systest/jaxrs/cdi/unwrapper/ClassUnwrapperTest.java,19,1,5%
cxf,/cxf-systests-jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/metrics/JAXRSServerMetricsTest.java,33,1,3%
cxf,/cxf-systests-jaxrs/src/test/java/org/apache/cxf/systest/jaxrs/metrics/JAXRSClientMetricsTest.java,33,1,3%
cxf,/cxf-systests-jaxws/src/test/java/org/apache/cxf/systest/jaxws/metrics/JAXWSClientMetricsTest.java,23,1,4%
cxf,/cxf-systests-microprofile-async/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncThreadingTest.java,42,0,0%
cxf,/cxf-systests-microprofile-async/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncMethodTest.java,33,0,0%
cxf,/cxf-systests-microprofile-nocdi/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncMethodTest.java,37,0,0%
cxf,/cxf-systests-microprofile-nocdi/src/test/java/org/apache/cxf/systest/microprofile/rest/client/AsyncThreadingTest.java,42,0,0%
deltaspike,/deltaspike-test-control-module-impl/src/test/java/org/apache/deltaspike/test/testcontrol/mock/uc010/MockedRequestScopedBeanTest.java,10,1,10%
deltaspike,/deltaspike-test-control-module-impl/src/test/java/org/apache/deltaspike/test/testcontrol/mock/uc012/MockedRequestScopedBeanWithInjectionTest.java,12,1,8%
directmemory,/directmemory-server/src/test/java/org/apache/directmemory/server/services/DirectMemoryServletTest.java,19,4,21%
directory-ldap-api,/api-ldap-client-api/src/test/java/org/apache/directory/ldap/client/api/ValidatingPoolableLdapConnectionFactoryTest.java,21,2,10%
empire-db,/empire-db-codegen/src/test/java/org/apache/empire/db/codegen/WriterServiceTest.java,5,1,20%
empire-db,/empire-db-codegen/src/test/java/org/apache/empire/db/codegen/util/DBUtilTest.java,7,2,29%
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/FeedEntityParserTest.java,44,0,0%
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/ProcessEntityParserTest.java,32,0,0%
falcon,/falcon-common/src/test/java/org/apache/falcon/entity/parser/ClusterEntityParserTest.java,29,0,0%
falcon,/falcon-common/src/test/java/org/apache/falcon/security/AuthenticationInitializationServiceTest.java,13,1,8%
falcon,/falcon-common/src/test/java/org/apache/falcon/security/SecurityUtilTest.java,15,1,7%
falcon,/falcon-messaging/src/test/java/org/apache/falcon/messaging/JMSMessageConsumerTest.java,31,1,3%
falcon,/falcon-oozie-adaptor/src/test/java/org/apache/falcon/oozie/logging/TaskLogRetrieverYarnTest.java,18,2,11%
falcon,/falcon-oozie-el-extension/src/test/java/org/apache/oozie/extensions/TestOozieELExtensions.java,29,0,0%
falcon,/falcon-prism/src/test/java/org/apache/falcon/resource/EntityManagerTest.java,28,1,4%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuditFilterTest.java,17,5,29%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/ClientCertificateFilterTest.java,16,5,31%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuthorizationFilterTest.java,22,5,23%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconCSRFFilterTest.java,11,4,36%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/FalconAuthenticationFilterTest.java,27,7,26%
falcon,/falcon-prism/src/test/java/org/apache/falcon/security/HostnameFilterTest.java,11,2,18%
falcon,/falcon-prism/src/test/java/org/apache/falcon/service/BacklogMetricEmitterServiceTest.java,23,1,4%
falcon,/falcon-rerun/src/test/java/org/apache/falcon/rerun/handler/TestLateData.java,19,0,0%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/execution/FalconExecutionServiceTest.java,51,4,8%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/AlarmServiceTest.java,13,1,8%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/SchedulerServiceTest.java,41,2,5%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/notification/service/DataAvailabilityServiceTest.java,21,1,5%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/InstanceStateServiceTest.java,15,2,13%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/EntityStateServiceTest.java,16,1,6%
falcon,/falcon-scheduler/src/test/java/org/apache/falcon/state/service/store/TestJDBCStateStore.java,44,5,11%
falcon,/falcon-titan/src/test/java/com/thinkaurelius/titan/diskstorage/locking/LocalLockMediatorTest.java,10,1,10%
flink,/flink-avro-confluent-registry/src/test/java/org/apache/flink/formats/avro/registry/confluent/CachedSchemaCoderProviderTest.java,13,0,0%
flink,/flink-avro-confluent-registry/src/test/java/org/apache/flink/formats/avro/registry/confluent/debezium/DebeziumAvroSerDeSchemaTest.java,39,2,5%
flink,/flink-cep/src/test/java/org/apache/flink/cep/nfa/NFAITCase.java,35,0,0%
flink,/flink-cep/src/test/java/org/apache/flink/cep/operator/CepRuntimeContextTest.java,38,9,24%
flink,/flink-cep/src/test/java/org/apache/flink/cep/operator/CEPOperatorTest.java,54,0,0%
flink,/flink-cep/src/test/java/org/apache/flink/cep/pattern/PatternTest.java,16,1,6%
flink,/flink-clients/src/test/java/org/apache/flink/client/cli/CliFrontendSavepointTest.java,34,1,3%
flink,/flink-clients/src/test/java/org/apache/flink/client/cli/CliFrontendPackageProgramTest.java,31,1,3%
flink,/flink-clients/src/test/java/org/apache/flink/client/cli/CliFrontendListTest.java,18,1,6%
flink,/flink-clients/src/test/java/org/apache/flink/client/program/ClientTest.java,50,1,2%
flink,/flink-connector-base/src/test/java/org/apache/flink/connector/base/source/hybrid/HybridSourceReaderTest.java,17,0,0%
flink,/flink-connector-base/src/test/java/org/apache/flink/connector/base/source/hybrid/HybridSourceSplitEnumeratorTest.java,20,0,0%
flink,/flink-connector-cassandra_/src/test/java/org/apache/flink/streaming/connectors/cassandra/CassandraSinkBaseTest.java,28,2,7%
flink,/flink-connector-cassandra_/src/test/java/org/apache/flink/streaming/connectors/cassandra/CassandraTupleWriteAheadSinkTest.java,21,6,29%
flink,/flink-connector-elasticsearch-base/src/test/java/org/apache/flink/streaming/connectors/elasticsearch/ElasticsearchSinkBaseTest.java,34,4,12%
flink,/flink-connector-elasticsearch6/src/test/java/org/apache/flink/streaming/connectors/elasticsearch/table/Elasticsearch6DynamicSinkTest.java,25,0,0%
flink,/flink-connector-gcp-pubsub/src/test/java/org/apache/flink/streaming/connectors/gcp/pubsub/DeserializationSchemaWrapperTest.java,21,3,14%
flink,/flink-connector-gcp-pubsub/src/test/java/org/apache/flink/streaming/connectors/gcp/pubsub/PubSubConsumingTest.java,23,1,4%
flink,/flink-connector-gcp-pubsub/src/test/java/org/apache/flink/streaming/connectors/gcp/pubsub/PubSubSourceTest.java,30,9,30%
flink,/flink-connector-gcp-pubsub/src/test/java/org/apache/flink/streaming/connectors/gcp/pubsub/common/AcknowledgeOnCheckpointTest.java,13,1,8%
flink,/flink-connector-hive_/src/test/java/org/apache/flink/connectors/hive/HiveTableSourceITCase.java,64,0,0%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/JdbcDataTestBase.java,12,2,17%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/converter/AbstractJdbcRowConverterTest.java,9,1,11%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/internal/JdbcTableOutputFormatTest.java,28,2,7%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/internal/JdbcFullTest.java,35,2,6%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/table/JdbcAppendOnlyWriterTest.java,20,2,10%
flink,/flink-connector-jdbc/src/test/java/org/apache/flink/connector/jdbc/xa/JdbcXaFacadeImplTest.java,14,3,21%
flink,/flink-connector-kafka/src/test/java/org/apache/flink/streaming/connectors/kafka/KafkaSerializerUpgradeTest.java,15,1,7%
flink,/flink-connector-kafka/src/test/java/org/apache/flink/streaming/connectors/kafka/FlinkKafkaConsumerBaseTest.java,80,6,8%
flink,/flink-connector-kafka/src/test/java/org/apache/flink/streaming/connectors/kafka/FlinkKafkaConsumerBaseMigrationTest.java,39,3,8%
flink,/flink-connector-kafka/src/test/java/org/apache/flink/streaming/connectors/kafka/FlinkKafkaProducerBaseTest.java,35,3,9%
flink,/flink-connector-kafka/src/test/java/org/apache/flink/streaming/connectors/kafka/testutils/TestPartitionDiscoverer.java,12,1,8%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/FlinkKinesisProducerTest.java,41,2,5%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/FlinkKinesisConsumerTest.java,78,6,8%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/ShardConsumerTest.java,26,0,0%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/DynamoDBStreamsDataFetcherTest.java,16,1,6%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/KinesisDataFetcherTest.java,61,5,8%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/ShardConsumerTestUtils.java,30,2,7%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/publisher/fanout/StreamConsumerRegistrarTest.java,40,2,5%
flink,/flink-connector-kinesis/src/test/java/org/apache/flink/streaming/connectors/kinesis/internals/publisher/fanout/FanOutRecordPublisherTest.java,62,1,2%
